SoilMoisture,Nitrogen,Phosphorus,Potassium,Temperature,Humidity,Crop,Irrigation
18.8,23.2,15.5,375.5,29.3,24.4,Cotton,0
29.9,12.9,23.4,348.6,23.2,68.6,Rice,1
8.1,23.2,26.3,273.4,19.8,88.6,Wheat,1
18.2,23.3,29.5,289.5,25.1,85.8,Corn,1
9.7,19.1,19.9,322.5,16.6,54.6,Cotton,1
34.6,2.7,17.8,331.6,29.3,32.5,Sugarcane,0
27.7,18.9,24.4,510.6,28.1,24.7,Cabbage,0
33.8,11.3,17.7,160.6,17.6,63.9,Peas,0
17.0,22.3,27.2,251.4,29.5,69.7,Onion,1
10.4,30.4,17.8,163.1,17.3,89.6,Maize,1
21.9,10.4,16.5,265.8,24.4,48.1,Lettuce,1
14.6,20.7,23.7,231.2,24.9,57.1,Carrot,1
19.5,20.9,17.6,388.4,25.0,28.9,Maize,1
13.9,35.0,24.6,300.9,24.2,46.4,Tomato,1
16.2,19.6,27.8,224.7,26.6,73.3,Tomato,1
21.2,26.1,16.4,220.7,10.4,30.3,Beans,1
28.4,18.1,26.6,380.4,27.4,74.0,Sugarcane,1
36.4,17.5,18.1,341.0,26.6,57.9,Peas,0
22.9,31.6,22.0,385.2,18.3,34.2,Spinach,1
15.6,8.5,24.0,214.1,25.3,90.0,Corn,1
14.6,11.1,20.6,197.3,19.0,35.6,Spinach,1
13.7,16.0,18.5,401.0,17.8,81.2,Sunflower,1
17.8,19.7,22.6,487.5,25.7,67.9,Cotton,1
14.0,23.2,21.5,182.5,30.2,62.8,Cabbage,1
22.4,20.0,18.9,473.3,20.4,46.8,Cabbage,1
37.7,10.1,18.3,486.6,22.0,50.2,Corn,0
33.9,34.7,25.3,151.0,31.9,78.6,Soybean,0
11.0,21.3,15.2,365.2,22.8,76.7,Carrot,1
22.0,35.5,16.0,208.7,33.5,87.8,Cabbage,1
16.1,2.5,21.3,532.3,24.6,63.4,Carrot,1
22.1,17.5,17.3,471.1,23.4,72.0,Rice,1
21.5,13.5,24.1,228.8,23.8,67.0,Soybean,1
11.8,0.0,14.7,313.4,23.0,68.6,Sunflower,1
5.0,6.1,30.2,249.4,28.6,51.9,Potato,1
28.4,26.6,26.2,177.1,27.9,22.4,Cabbage,0
16.6,14.7,10.7,417.2,13.9,73.8,Spinach,1
23.3,19.6,24.7,225.7,27.4,54.5,Beans,1
20.5,21.1,16.1,321.2,18.6,78.6,Wheat,1
40.3,16.6,24.4,315.8,6.1,23.0,Barley,0
12.8,17.5,16.3,370.0,26.6,67.0,Corn,1
13.8,39.3,8.3,223.7,20.5,69.0,Rice,1
18.4,26.2,27.9,423.7,26.3,46.3,Cabbage,1
25.0,15.1,15.0,330.9,16.6,64.7,Peas,0
31.7,24.0,16.4,377.1,16.9,34.3,Sugarcane,0
9.7,8.6,19.5,256.6,15.9,34.7,Carrot,1
29.8,23.1,16.9,264.2,31.8,44.5,Soybean,0
11.8,15.7,31.1,472.8,24.1,63.0,Cabbage,1
23.2,16.0,11.7,248.5,16.1,69.3,Potato,0
30.5,6.5,15.0,253.7,26.3,76.7,Sugarcane,0
42.9,18.2,20.5,437.8,19.8,31.2,Carrot,0
20.7,17.7,12.4,129.2,28.2,44.0,Maize,1
31.8,24.6,18.7,258.5,24.1,70.3,Maize,0
13.9,27.6,18.0,204.8,25.8,39.3,Cabbage,1
45.0,25.9,15.2,203.3,30.1,60.6,Sunflower,0
33.8,28.9,15.6,290.7,18.8,77.8,Corn,0
26.6,15.2,13.9,249.1,27.2,43.8,Maize,0
29.4,25.1,24.0,175.4,30.1,79.7,Barley,0
28.1,11.0,16.6,372.2,21.9,54.9,Peas,0
26.8,16.8,12.4,373.2,26.7,21.1,Cabbage,0
22.7,0.0,10.5,366.5,13.9,48.9,Sunflower,0
35.0,17.4,10.6,345.5,21.1,57.6,Wheat,0
29.7,5.7,19.1,515.7,21.5,28.9,Peas,0
40.1,16.7,17.2,311.3,31.0,64.4,Tomato,0
20.7,33.0,23.3,281.9,33.0,73.0,Carrot,1
40.1,25.6,14.5,336.0,25.9,39.1,Beans,0
28.8,31.0,22.3,250.6,14.8,46.3,Tomato,0
37.2,20.3,26.3,399.8,26.2,21.1,Peas,0
25.6,18.3,13.9,356.4,24.4,86.7,Peas,0
24.2,14.0,16.1,239.5,21.5,37.1,Maize,0
31.5,33.6,20.6,563.4,18.3,58.5,Cotton,0
17.6,21.1,16.2,412.3,27.1,86.8,Wheat,1
24.5,8.7,14.4,222.5,12.4,34.7,Wheat,0
9.6,17.7,20.3,155.1,31.6,47.5,Peas,1
38.5,25.6,20.5,446.2,25.9,53.4,Peas,0
17.2,21.4,16.5,178.0,18.1,75.2,Lettuce,1
18.1,13.1,24.3,322.7,34.6,76.4,Beans,1
36.9,25.4,21.9,267.6,11.5,85.4,Peas,0
18.7,34.5,21.4,259.8,34.6,72.5,Sugarcane,1
20.5,26.1,25.3,347.3,9.8,65.1,Sugarcane,1
31.1,10.4,22.5,340.2,23.9,86.3,Tomato,0
14.1,11.0,23.3,347.5,31.5,65.1,Onion,1
26.1,19.2,26.4,380.5,13.6,35.2,Sunflower,0
40.3,44.5,15.7,226.2,29.8,57.1,Tomato,0
21.3,0.2,24.8,318.5,19.1,72.0,Wheat,1
35.1,11.7,19.1,400.3,41.7,86.8,Cabbage,0
21.3,23.0,19.5,168.7,22.4,85.8,Cotton,0
5.0,32.6,13.3,488.7,26.4,58.6,Barley,1
5.0,21.8,15.1,286.5,28.7,59.8,Rice,1
39.6,22.7,22.8,164.2,20.1,25.0,Wheat,0
23.6,30.9,25.8,337.5,38.6,44.3,Sunflower,0
28.5,27.6,20.9,339.8,32.4,35.4,Sugarcane,1
25.2,24.1,22.4,141.0,17.0,70.3,Peas,0
31.6,4.5,24.5,337.6,16.6,61.0,Sunflower,0
15.2,6.9,22.3,299.0,29.6,55.4,Cabbage,1
29.3,14.2,28.2,243.0,37.2,27.6,Corn,0
12.9,20.5,22.8,222.4,26.5,66.9,Tomato,1
12.8,15.8,21.0,562.6,7.0,85.2,Maize,1
15.2,18.7,14.0,357.8,19.6,69.0,Soybean,1
20.7,29.7,28.8,307.4,41.9,77.2,Soybean,1
11.0,21.4,15.4,334.5,21.5,48.1,Soybean,1
16.1,18.7,18.1,347.3,34.3,55.5,Cabbage,1
26.8,19.5,23.6,370.5,26.4,58.5,Spinach,0
45.0,19.4,22.5,279.8,28.4,48.0,Carrot,0
15.8,25.7,20.3,320.0,25.4,72.5,Maize,1
17.5,25.3,19.2,379.3,27.4,75.0,Lettuce,1
28.8,19.4,11.3,193.3,27.3,51.3,Carrot,0
20.5,35.3,13.2,238.2,18.7,80.1,Rice,1
5.0,35.1,13.5,408.9,40.7,50.9,Spinach,1
32.5,21.1,29.4,411.1,34.7,86.5,Corn,0
6.3,11.7,26.6,257.5,23.7,21.4,Cotton,1
9.8,15.0,18.6,192.5,18.5,83.4,Peas,1
15.3,9.6,27.0,385.4,28.0,86.1,Onion,1
25.6,33.1,17.6,291.8,35.0,36.3,Tomato,0
18.8,22.7,16.6,437.6,23.3,53.1,Maize,1
29.2,27.8,19.9,244.2,26.2,55.5,Corn,0
12.5,19.1,21.1,265.0,31.0,73.1,Barley,1
18.7,16.4,26.7,301.4,29.4,52.8,Sugarcane,1
9.7,26.3,26.0,273.4,32.9,24.8,Maize,1
13.3,22.0,26.8,410.5,12.1,71.8,Soybean,1
17.9,30.4,19.2,303.6,26.1,54.7,Beans,1
26.0,20.3,19.4,330.9,28.5,88.7,Corn,0
22.7,8.8,17.1,483.1,27.6,64.4,Lettuce,1
30.8,12.7,17.4,509.5,40.0,84.5,Onion,0
36.3,12.7,17.9,186.6,15.3,60.6,Potato,0
17.3,13.6,16.7,494.3,30.8,44.8,Peas,1
31.4,21.5,19.4,301.5,21.8,55.1,Corn,0
31.8,29.0,17.0,201.0,20.5,47.7,Potato,0
39.5,23.6,21.7,478.8,14.1,50.3,Corn,0
7.8,12.8,24.9,269.5,23.6,84.1,Corn,1
22.7,21.1,17.5,335.2,27.5,86.9,Onion,1
44.0,18.3,19.3,383.7,25.0,62.5,Carrot,0
8.7,11.0,25.3,348.4,26.8,39.8,Cabbage,1
28.8,23.1,15.7,315.6,17.5,35.3,Cotton,0
21.6,17.5,25.6,314.0,32.6,38.6,Barley,1
30.5,19.0,25.9,208.6,17.9,59.7,Tomato,0
23.7,23.9,21.1,532.4,43.2,41.7,Rice,1
21.9,17.9,22.7,350.6,37.4,45.1,Onion,1
20.9,19.0,11.5,249.2,23.6,40.6,Corn,1
21.3,32.5,15.7,366.4,19.6,64.2,Sunflower,1
28.0,27.5,15.3,399.7,37.5,22.3,Wheat,0
27.3,18.7,21.1,311.2,4.8,42.6,Corn,0
21.4,18.4,15.6,498.0,16.3,50.6,Soybean,1
22.3,27.6,15.9,148.9,25.6,54.6,Peas,1
17.4,13.7,25.6,344.1,17.3,28.1,Peas,1
5.5,30.7,22.5,243.7,16.3,81.5,Soybean,1
35.7,24.2,16.1,260.5,26.0,58.7,Sugarcane,0
21.0,33.9,11.5,50.0,39.0,40.2,Corn,1
17.4,23.5,14.7,378.0,15.1,70.8,Cotton,1
27.7,24.9,20.1,250.9,19.7,52.3,Soybean,0
26.5,10.0,15.0,264.1,21.8,70.0,Sugarcane,1
14.9,27.1,19.9,165.9,20.3,27.2,Barley,1
22.7,22.7,17.1,293.2,26.1,56.8,Beans,1
38.7,26.5,27.9,366.9,20.7,52.9,Soybean,0
34.2,14.2,16.1,164.5,14.7,81.2,Peas,0
20.3,33.1,21.3,122.3,31.6,74.7,Barley,1
20.1,11.0,28.7,400.3,11.3,61.6,Sugarcane,1
28.6,40.5,17.0,426.4,20.1,83.3,Tomato,0
27.6,9.2,16.5,388.5,28.6,54.0,Beans,0
30.8,17.7,25.2,308.7,28.9,29.7,Sugarcane,0
21.9,30.3,16.3,383.4,25.8,31.5,Potato,0
44.0,23.5,19.1,302.8,32.0,38.1,Rice,0
23.9,16.3,10.1,273.5,50.0,79.2,Soybean,0
17.7,19.4,8.6,393.0,32.5,49.7,Sunflower,1
39.7,9.2,12.9,414.3,34.2,30.2,Onion,0
29.8,26.0,16.8,236.5,31.3,20.3,Sugarcane,1
6.6,7.2,16.1,183.1,11.8,74.8,Cabbage,1
24.9,24.0,14.6,261.4,13.7,63.5,Maize,0
25.2,20.6,19.7,312.9,6.8,71.1,Beans,0
16.3,21.6,20.1,485.6,8.8,55.2,Soybean,1
17.5,4.0,21.9,316.6,20.1,77.4,Tomato,1
33.1,30.5,27.0,211.7,21.4,89.1,Beans,0
15.6,14.0,20.7,277.5,29.1,26.2,Carrot,1
22.4,16.1,24.8,247.4,20.4,56.0,Sugarcane,1
29.1,7.9,23.5,396.4,21.4,46.2,Spinach,0
29.9,23.4,23.5,323.7,15.5,77.5,Carrot,0
40.8,20.1,18.8,203.9,23.7,65.0,Soybean,0
20.8,28.5,21.2,466.4,28.2,51.7,Rice,1
16.0,21.3,18.3,410.1,16.9,85.7,Sugarcane,1
23.6,23.2,18.8,426.3,19.0,59.2,Potato,0
36.4,13.9,24.6,241.9,36.5,84.3,Rice,0
28.5,9.9,17.8,268.2,33.1,88.7,Wheat,0
24.3,35.0,15.4,255.9,11.2,22.9,Spinach,1
36.1,20.5,19.6,229.9,13.8,58.3,Rice,0
15.1,16.8,9.4,313.7,35.5,82.0,Carrot,1
11.6,30.9,26.4,113.2,29.0,46.4,Carrot,1
30.9,20.7,12.3,389.1,13.3,86.3,Tomato,0
28.2,22.1,25.9,276.4,8.8,86.1,Maize,0
40.8,23.6,17.9,357.3,35.0,81.1,Carrot,0
27.1,23.2,14.3,231.4,20.8,59.2,Cabbage,0
18.2,18.0,26.6,361.4,33.3,25.3,Corn,1
13.8,26.8,19.8,419.0,14.7,61.2,Cabbage,1
37.0,7.9,18.7,325.8,35.2,72.9,Wheat,0
13.0,13.0,16.5,332.7,18.3,72.2,Carrot,1
15.8,31.9,26.7,406.5,38.3,22.1,Sunflower,1
26.0,21.7,19.0,260.3,34.3,27.7,Corn,0
5.0,16.2,8.2,323.9,31.1,45.5,Peas,1
11.5,28.6,11.7,174.4,32.4,47.7,Sugarcane,1
25.1,5.0,16.7,109.9,24.1,26.8,Sunflower,0
23.2,10.5,28.7,199.4,31.9,42.7,Onion,1
26.3,17.3,18.4,168.8,21.4,27.6,Peas,0
20.5,22.7,25.2,190.0,21.5,65.7,Barley,1
35.1,28.0,19.5,263.6,18.9,20.4,Carrot,0
39.3,0.8,20.2,120.1,25.4,88.6,Sunflower,0
18.6,14.9,28.6,295.3,26.4,31.8,Corn,1
23.8,13.1,23.3,277.7,24.2,86.1,Carrot,1
40.5,12.3,19.5,435.0,20.4,49.3,Wheat,0
17.0,11.2,18.2,335.7,24.6,66.2,Barley,1
21.1,24.7,24.0,449.7,31.4,66.3,Corn,1
31.9,9.0,29.0,315.1,33.4,72.5,Peas,0
18.8,19.1,25.4,129.3,26.5,66.2,Soybean,1
32.6,30.1,24.4,156.2,27.4,57.7,Tomato,0
22.3,13.7,21.8,365.1,30.4,28.4,Maize,0
32.0,12.3,16.6,377.6,29.6,42.9,Beans,0
28.8,30.5,25.2,199.7,32.9,89.5,Sugarcane,1
7.2,25.2,25.2,377.3,25.3,31.0,Spinach,1
34.4,14.9,28.4,240.6,21.2,43.6,Maize,0
6.8,17.3,28.4,358.5,32.5,24.0,Potato,1
28.3,6.9,17.5,200.5,24.9,85.3,Peas,0
45.0,18.1,14.8,243.9,28.4,85.3,Wheat,0
12.3,15.3,12.4,251.0,17.2,25.1,Cabbage,1
28.1,21.1,27.8,325.6,26.9,58.1,Tomato,0
25.1,35.9,18.3,325.6,30.9,29.9,Potato,0
32.7,36.7,20.6,94.5,36.9,79.1,Sugarcane,0
26.9,3.3,14.7,228.1,16.2,71.0,Tomato,0
23.4,21.2,23.8,391.6,37.9,89.2,Cabbage,1
22.5,37.2,24.3,214.0,9.4,45.0,Maize,0
21.4,31.4,20.4,191.8,29.9,71.4,Beans,1
6.6,14.6,12.1,258.0,17.8,77.7,Barley,1
28.8,19.5,21.7,244.2,16.2,71.6,Sugarcane,1
38.6,30.1,23.2,289.8,16.6,67.6,Lettuce,0
24.4,9.0,16.4,91.7,29.3,31.2,Lettuce,1
30.5,16.6,26.8,340.2,17.5,43.3,Rice,0
23.8,10.6,25.2,365.5,39.4,50.4,Beans,1
26.1,39.2,23.5,266.2,33.8,74.8,Cotton,0
22.6,20.0,16.4,297.2,21.2,82.9,Carrot,1
13.5,37.2,20.4,275.2,23.1,31.9,Peas,1
24.5,27.7,15.0,337.4,36.7,39.0,Onion,1
29.0,38.7,23.0,306.7,27.7,52.8,Onion,0
33.5,11.8,24.6,487.7,17.0,40.1,Soybean,0
28.0,3.2,11.5,217.4,19.1,79.5,Cotton,0
25.4,16.2,18.2,400.4,9.8,49.2,Corn,0
22.0,15.6,27.1,273.2,27.2,26.3,Peas,1
8.9,15.8,21.3,174.6,17.5,26.0,Carrot,1
12.7,20.3,22.2,524.4,25.7,22.0,Carrot,1
25.1,6.5,23.3,268.9,23.6,49.4,Carrot,0
11.4,24.5,13.7,329.8,28.1,86.3,Wheat,1
15.9,18.0,17.7,395.8,22.9,22.3,Beans,1
16.1,27.3,21.9,268.7,22.1,41.8,Lettuce,1
15.9,12.3,13.6,339.2,20.9,36.6,Soybean,1
5.0,8.0,18.8,279.4,23.1,86.7,Beans,1
21.2,29.5,15.6,453.5,32.8,69.6,Rice,1
19.7,27.6,16.0,340.6,44.4,31.3,Onion,1
27.3,0.0,23.6,383.2,21.9,67.5,Sunflower,0
31.8,0.0,21.2,248.8,13.8,61.5,Onion,0
24.4,24.8,30.3,291.7,24.8,58.6,Peas,1
23.8,28.5,17.2,156.0,22.1,34.7,Tomato,1
26.2,12.9,28.3,293.1,16.6,52.0,Barley,0
24.4,0.0,16.0,246.8,19.1,30.6,Onion,1
19.2,0.0,21.0,369.0,27.3,89.9,Peas,1
20.6,25.8,15.7,278.4,24.0,61.7,Soybean,1
27.5,11.7,19.4,218.5,23.1,74.2,Spinach,0
14.8,22.3,20.6,177.0,31.6,59.2,Barley,1
45.0,26.9,16.9,265.7,12.9,59.4,Cotton,0
20.4,22.7,12.7,282.1,22.3,35.5,Barley,1
5.4,18.2,16.0,442.5,33.1,75.0,Potato,1
18.1,8.7,10.8,245.0,28.9,71.9,Sugarcane,1
28.9,27.6,20.4,171.9,29.2,70.8,Maize,0
27.5,32.2,20.0,276.3,22.1,51.3,Peas,0
23.5,1.1,28.4,299.4,28.9,66.0,Potato,0
32.6,10.9,17.1,311.7,17.2,58.8,Cotton,0
32.6,19.0,18.7,217.9,23.4,58.4,Cotton,0
24.8,25.1,19.1,153.5,35.2,51.7,Potato,0
29.3,15.0,16.6,341.5,37.6,61.0,Maize,0
37.9,26.2,21.7,354.0,39.4,54.0,Onion,0
32.9,20.9,25.1,308.3,25.1,89.0,Sugarcane,0
30.5,1.7,36.0,461.9,28.2,82.0,Maize,0
38.3,3.1,20.5,314.0,29.2,36.1,Potato,0
28.6,19.3,17.6,246.7,22.8,77.4,Carrot,0
26.1,13.1,15.6,440.1,30.4,72.6,Spinach,0
27.1,30.1,18.8,349.0,7.6,24.6,Onion,0
34.8,14.2,10.9,349.4,14.5,81.9,Soybean,0
24.4,22.8,16.1,125.3,23.6,55.6,Sugarcane,1
22.8,11.9,18.6,292.2,14.8,80.6,Cabbage,1
32.3,31.1,25.0,340.6,27.6,34.2,Sunflower,0
27.5,15.3,20.5,283.4,22.8,67.3,Spinach,0
30.2,31.3,28.1,357.7,25.8,32.3,Carrot,0
26.0,15.9,22.1,337.9,17.7,83.7,Cabbage,0
17.1,21.7,27.3,400.0,20.5,73.2,Sugarcane,1
16.9,13.4,17.4,97.4,31.4,51.1,Cotton,1
36.4,26.5,18.9,198.2,27.8,30.7,Tomato,0
22.0,14.3,24.6,250.4,22.1,80.0,Beans,1
20.2,42.7,25.6,411.9,6.0,24.4,Cotton,0
19.1,24.7,23.7,327.9,9.9,64.2,Corn,1
25.5,29.2,21.8,498.6,41.1,47.1,Lettuce,0
12.2,30.1,14.8,122.6,20.3,63.5,Spinach,1
29.3,34.4,28.5,177.6,21.8,76.3,Corn,0
10.2,30.3,24.5,306.2,19.3,37.1,Onion,1
25.1,37.9,22.6,338.3,31.6,62.5,Rice,1
13.8,13.8,19.5,353.3,25.7,21.0,Peas,1
35.9,12.5,14.4,223.8,21.7,31.9,Sugarcane,0
26.3,4.6,19.7,425.9,27.6,55.8,Lettuce,0
21.5,27.9,24.2,266.4,33.0,67.7,Cotton,0
33.1,27.0,16.9,469.4,18.3,31.6,Beans,0
26.0,9.3,18.5,141.3,31.4,31.6,Maize,0
28.6,13.0,18.5,99.1,36.0,61.3,Sugarcane,1
13.9,16.1,22.2,277.0,18.7,41.3,Soybean,1
37.5,27.6,20.9,323.6,37.4,84.9,Sunflower,0
23.4,18.5,17.0,307.5,12.8,33.7,Wheat,0
8.9,13.8,18.3,271.1,31.5,53.9,Cotton,1
44.9,15.3,24.2,350.6,23.3,80.0,Soybean,0
23.7,38.9,16.6,388.5,28.3,26.0,Sunflower,0
33.6,22.9,27.2,416.8,27.4,51.8,Peas,0
17.8,28.3,11.1,457.1,8.7,30.3,Cotton,1
24.8,16.5,15.2,316.1,26.3,28.0,Carrot,1
38.5,18.0,18.9,377.8,31.0,75.4,Maize,0
31.7,32.6,22.0,282.4,28.8,68.7,Barley,0
21.0,8.9,25.6,335.7,38.4,59.2,Rice,1
33.3,29.3,22.3,257.9,24.5,68.7,Potato,0
10.2,16.7,23.0,362.1,16.2,86.7,Barley,1
5.5,17.6,15.4,179.2,24.4,27.1,Onion,1
32.0,18.5,24.6,368.3,20.6,40.7,Maize,0
5.0,26.1,22.9,491.5,16.0,74.8,Wheat,1
8.2,22.8,12.7,380.2,20.6,55.5,Potato,1
9.4,31.4,18.5,307.9,29.2,75.7,Soybean,1
26.0,13.3,24.6,405.6,31.3,28.2,Wheat,0
14.0,17.2,8.6,319.1,32.3,32.9,Peas,1
23.8,4.5,20.0,368.0,14.4,39.7,Onion,1
45.0,22.2,10.5,84.7,30.8,29.3,Lettuce,0
45.0,13.7,28.9,307.0,21.8,35.3,Wheat,0
34.6,26.2,21.5,346.0,21.5,44.0,Tomato,0
34.7,2.8,25.6,281.6,29.0,78.5,Carrot,0
21.0,21.2,26.0,252.9,28.1,86.9,Maize,1
23.2,6.6,13.5,343.7,17.7,32.2,Cotton,0
42.1,6.1,26.1,377.0,34.5,67.2,Sugarcane,0
33.1,7.4,13.8,417.4,30.6,44.9,Barley,0
26.5,20.5,17.1,314.6,11.4,45.9,Barley,0
29.5,2.6,17.6,175.4,24.9,37.3,Peas,0
17.6,32.1,19.3,257.3,34.0,87.3,Beans,1
30.0,39.4,23.4,296.6,36.5,84.7,Sunflower,0
19.9,24.6,17.3,313.3,19.3,32.3,Peas,1
25.8,7.0,13.6,248.6,29.9,26.0,Soybean,0
35.1,15.8,22.5,342.5,28.5,59.3,Tomato,0
39.4,36.8,23.6,398.3,31.3,24.7,Corn,0
21.0,18.1,28.9,166.4,20.6,64.7,Peas,1
15.9,21.2,16.3,298.8,27.5,80.0,Cotton,1
31.1,16.3,22.8,346.6,21.6,49.7,Carrot,0
16.8,14.8,21.1,262.0,4.4,73.6,Lettuce,1
20.4,33.5,11.5,275.9,26.6,23.0,Barley,1
18.9,22.6,25.0,346.5,29.2,29.3,Spinach,1
25.5,30.2,24.1,279.9,24.5,65.7,Wheat,0
16.0,7.5,15.5,256.8,22.0,55.8,Spinach,1
32.1,14.8,21.4,297.1,24.5,32.6,Soybean,0
22.5,7.9,17.3,119.5,9.2,76.6,Lettuce,1
21.7,28.9,12.7,265.9,13.2,66.6,Soybean,1
20.9,31.2,29.1,228.0,18.2,74.1,Cotton,0
34.3,10.8,27.8,371.8,38.0,53.7,Onion,0
23.2,25.1,25.9,212.6,26.6,24.5,Sugarcane,1
24.0,8.6,19.0,306.1,18.2,36.9,Rice,1
25.0,28.9,24.6,204.8,4.1,49.4,Cabbage,1
25.0,40.2,22.1,346.5,24.9,23.0,Tomato,0
23.1,3.1,15.0,294.3,41.3,47.9,Carrot,1
31.9,26.5,21.1,471.7,35.6,54.6,Tomato,0
35.0,17.1,8.9,332.5,29.6,30.1,Onion,0
24.8,15.6,11.2,123.5,19.0,53.1,Rice,1
30.4,25.7,18.3,540.7,9.6,80.5,Rice,0
13.6,9.5,20.0,305.8,23.5,70.6,Cotton,1
34.9,22.8,18.8,304.3,32.4,84.5,Sunflower,0
13.3,21.7,19.3,166.3,19.1,52.3,Beans,1
5.5,23.5,18.4,347.2,17.3,49.3,Lettuce,1
22.9,20.0,17.0,146.6,16.6,84.2,Beans,1
10.9,27.0,24.5,336.6,34.2,20.8,Cotton,1
13.9,19.5,13.4,224.8,35.1,71.3,Maize,1
6.5,10.7,16.1,296.7,20.6,46.8,Barley,1
15.9,16.5,15.2,118.0,17.9,87.8,Tomato,1
23.1,6.3,19.2,181.0,24.9,38.9,Cotton,0
23.0,9.8,19.9,270.8,43.6,27.0,Rice,1
29.4,35.8,25.7,303.8,21.5,74.9,Potato,0
19.4,27.0,17.1,164.4,23.3,48.4,Tomato,1
19.4,14.9,20.2,244.3,26.4,25.2,Barley,1
30.5,20.5,25.1,352.6,31.4,44.6,Spinach,0
18.6,19.4,13.1,534.7,27.4,80.8,Barley,1
11.1,15.1,18.3,364.5,17.2,27.2,Wheat,1
18.0,19.5,18.2,431.9,24.4,49.0,Barley,1
26.1,13.1,15.3,340.8,29.4,78.6,Peas,0
24.9,0.0,22.1,454.9,22.7,58.8,Corn,0
33.1,42.6,20.6,373.6,12.3,29.4,Spinach,0
21.2,17.5,21.3,266.3,16.3,35.8,Maize,1
23.9,11.7,23.4,142.6,24.2,79.9,Sunflower,0
28.1,23.3,21.3,294.0,31.9,75.9,Sugarcane,1
15.4,30.6,16.6,233.4,23.1,38.3,Onion,1
13.7,31.0,24.3,463.1,12.5,55.1,Barley,1
45.0,11.1,27.1,293.1,18.5,82.1,Spinach,0
27.7,31.6,7.4,146.2,23.8,59.1,Peas,0
29.1,47.9,16.9,344.2,26.3,68.0,Barley,0
33.6,9.1,18.6,134.6,21.9,48.4,Cabbage,0
33.9,33.5,23.3,287.1,19.1,52.6,Maize,0
33.8,2.6,19.0,184.3,36.8,35.3,Tomato,0
20.2,24.8,18.9,321.1,39.1,57.4,Barley,1
23.1,14.1,20.7,402.4,30.6,47.8,Sunflower,0
34.8,24.7,25.0,310.7,10.7,88.2,Beans,0
17.8,42.0,16.4,220.2,19.5,77.0,Maize,1
21.9,15.8,25.5,323.2,33.4,36.3,Potato,0
5.0,46.9,21.4,351.2,13.2,48.0,Beans,1
15.3,29.8,19.6,312.2,30.0,52.7,Soybean,1
24.3,11.4,20.5,399.7,15.6,55.6,Peas,1
17.3,20.3,21.6,85.6,30.5,23.6,Maize,1
13.3,24.3,13.7,298.4,38.1,33.0,Wheat,1
39.5,26.3,20.6,390.9,26.0,61.9,Potato,0
36.2,21.6,13.2,469.5,19.7,80.2,Barley,0
11.4,32.8,17.5,240.4,20.2,26.4,Soybean,1
33.1,36.4,19.1,387.3,28.9,56.4,Sugarcane,0
30.5,32.6,25.2,247.1,25.2,51.3,Wheat,0
24.7,0.0,19.6,225.1,14.6,33.5,Carrot,1
28.8,18.2,26.1,351.2,24.9,81.0,Maize,0
24.2,14.1,23.4,232.9,32.5,27.9,Soybean,0
44.9,23.9,21.1,213.1,11.4,47.6,Maize,0
24.3,21.5,24.9,295.9,18.9,34.7,Tomato,1
16.5,22.5,29.6,451.8,27.0,89.0,Cabbage,1
32.8,27.0,21.2,204.1,9.8,46.6,Maize,0
21.5,29.1,19.9,184.3,11.3,84.6,Rice,1
21.4,9.1,12.0,376.8,34.6,87.8,Cotton,0
45.0,28.2,17.2,388.6,31.4,70.3,Soybean,0
18.4,30.8,21.6,325.6,35.8,50.7,Lettuce,1
8.9,32.0,28.6,411.9,32.0,31.2,Tomato,1
30.6,25.8,17.7,272.0,18.7,68.7,Cotton,0
35.5,3.7,13.9,248.2,33.9,70.1,Potato,0
10.7,25.3,25.4,290.9,39.1,52.0,Tomato,1
24.9,30.3,24.0,283.8,12.7,59.5,Corn,0
33.3,16.8,9.2,369.7,24.0,70.5,Corn,0
26.0,17.4,25.4,180.1,25.0,49.0,Sugarcane,1
33.7,12.2,20.0,190.4,25.4,56.3,Soybean,0
32.3,29.0,13.2,430.3,11.8,78.3,Rice,0
28.7,32.0,21.0,286.9,27.1,40.2,Maize,0
23.9,0.0,26.9,290.3,32.7,56.0,Onion,1
26.6,19.0,25.4,287.9,32.0,83.2,Potato,0
28.2,18.0,27.8,407.6,24.5,79.1,Carrot,0
26.7,26.8,18.8,195.3,33.3,86.7,Tomato,0
25.2,42.4,22.5,434.5,31.7,32.5,Sunflower,0
39.9,20.5,21.0,299.5,3.3,26.9,Corn,0
28.3,45.7,24.6,104.4,21.8,31.9,Sunflower,0
23.0,16.8,13.8,210.7,32.5,50.5,Onion,1
20.5,21.9,13.0,395.0,21.7,34.4,Lettuce,1
13.4,21.2,18.9,476.9,23.0,77.9,Maize,1
15.3,0.0,12.7,251.8,14.5,60.1,Rice,1
18.0,26.6,21.4,415.9,22.5,22.0,Potato,0
9.2,12.6,16.2,290.5,12.3,76.0,Cotton,1
15.7,11.6,30.0,299.1,23.4,65.6,Wheat,1
30.3,4.4,24.6,393.7,22.6,88.4,Rice,0
23.1,14.8,25.5,328.5,16.5,65.3,Carrot,1
9.3,18.7,12.9,213.7,20.0,35.7,Corn,1
25.8,15.6,18.8,372.6,23.9,31.4,Corn,0
5.0,19.9,11.3,302.5,37.4,88.0,Tomato,1
